experiment,id,date,data,extra,feedback
goalie_skill,104,3/8/14,"1,penalty_save_80,24,penalty_save_20,90,29.894,0,penalty_miss_20,71,penalty_miss_80,58,31.33,2,penalty_miss_40,60,penalty_miss_60,56,14.598,3,penalty_save_40,84,penalty_save_60,72,17.299,5,penalty_save_40,76,penalty_save_20,60,27.979,6,penalty_miss_60,70,penalty_miss_80,66,24.904,4,penalty_miss_20,54,penalty_miss_40,30,8.177,7,penalty_save_80,32,penalty_save_60,51,11.736,penalty_save_80,average goalkeeper,5,skilled goalkeeper,60,bad goalkeeper,35,penalty_miss_40,average goalkeeper,10,skilled goalkeeper,50,bad goalkeeper,40,penalty_save_60,average goalkeeper,50,skilled goalkeeper,30,bad goalkeeper,20,penalty_save_40,average goalkeeper,40,skilled goalkeeper,60,bad goalkeeper,0,penalty_save_20,average goalkeeper,15,skilled goalkeeper,85,bad goalkeeper,0,penalty_miss_60,average goalkeeper,15,skilled goalkeeper,45,bad goalkeeper,40,penalty_miss_80,average goalkeeper,30,skilled goalkeeper,20,bad goalkeeper,50,penalty_miss_20,average goalkeeper,40,skilled goalkeeper,50,bad goalkeeper,10","5,2,28,19.448533333333334,1,1,1,2,1,1,2,2,1,2",""
goalie_skill,105,3/9/14,"1,penalty_save_80,30,penalty_save_20,98,11.407,0,penalty_miss_20,100,penalty_miss_80,19,10.975,2,penalty_miss_40,100,penalty_miss_60,44,9.571,3,penalty_save_40,100,penalty_save_60,60,7.549,4,penalty_miss_20,100,penalty_miss_40,100,7.835,6,penalty_miss_60,0,penalty_miss_80,0,7.975,5,penalty_save_40,100,penalty_save_20,100,6.766,7,penalty_save_80,26,penalty_save_60,68,8.006,penalty_miss_80,average goalkeeper,5,bad goalkeeper,90,skilled goalkeeper,5,penalty_save_40,average goalkeeper,30,bad goalkeeper,10,skilled goalkeeper,60,penalty_save_20,average goalkeeper,0,bad goalkeeper,0,skilled goalkeeper,100,penalty_save_80,average goalkeeper,60,bad goalkeeper,30,skilled goalkeeper,10,penalty_miss_40,average goalkeeper,0,bad goalkeeper,100,skilled goalkeeper,0,penalty_miss_20,average goalkeeper,0,bad goalkeeper,100,skilled goalkeeper,0,penalty_save_60,average goalkeeper,100,bad goalkeeper,0,skilled goalkeeper,0,penalty_miss_60,average goalkeeper,100,bad goalkeeper,0,skilled goalkeeper,0","2,2,26,4.985516666666666,1,1,1,1,2,1,2,2,1,1","I used the percentages and my opinion of good judgement to make decisions based on which way the goalkeeper guessed"
goalie_skill,106,3/9/14,"1,penalty_save_80,8,penalty_save_20,99,18.241,0,penalty_miss_20,0,penalty_miss_80,0,19.754,3,penalty_save_40,67,penalty_save_60,9,10.956,2,penalty_miss_40,0,penalty_miss_60,0,9.825,7,penalty_save_80,20,penalty_save_60,42,11.044,4,penalty_miss_20,92,penalty_miss_40,55,14.075,6,penalty_miss_60,27,penalty_miss_80,0,11.134,5,penalty_save_40,58,penalty_save_20,97,8.34,penalty_miss_40,average goalkeeper,60,bad goalkeeper,30,skilled goalkeeper,10,penalty_miss_20,average goalkeeper,10,bad goalkeeper,90,skilled goalkeeper,0,penalty_save_20,average goalkeeper,40,bad goalkeeper,10,skilled goalkeeper,50,penalty_save_60,average goalkeeper,60,bad goalkeeper,10,skilled goalkeeper,30,penalty_save_80,average goalkeeper,60,bad goalkeeper,10,skilled goalkeeper,30,penalty_save_40,average goalkeeper,30,bad goalkeeper,10,skilled goalkeeper,60,penalty_miss_60,average goalkeeper,70,bad goalkeeper,25,skilled goalkeeper,5,penalty_miss_80,average goalkeeper,80,bad goalkeeper,10,skilled goalkeeper,10","0,2,28,5.978883333333333,1,2,1,2,1,1,2,2,1,1","I blame them if they took the lower percentage and the ball went to the higher percentage side. I gave them credit if the ball went to the lower percentage side and they blocked it."
goalie_skill,107,3/9/14,"0,penalty_miss_20,75,penalty_miss_80,0,19.908,1,penalty_save_80,89,penalty_save_20,18,16.463,2,penalty_miss_40,51,penalty_miss_60,48,41.089,3,penalty_save_40,50,penalty_save_60,51,48.349,6,penalty_miss_60,23,penalty_miss_80,0,32.366,4,penalty_miss_20,86,penalty_miss_40,52,12.338,5,penalty_save_40,61,penalty_save_20,48,11.066,7,penalty_save_80,63,penalty_save_60,62,8.672,penalty_save_20,skilled goalkeeper,20,average goalkeeper,50,bad goalkeeper,30,penalty_save_40,skilled goalkeeper,30,average goalkeeper,40,bad goalkeeper,30,penalty_save_60,skilled goalkeeper,30,average goalkeeper,40,bad goalkeeper,30,penalty_miss_60,skilled goalkeeper,30,average goalkeeper,40,bad goalkeeper,30,penalty_miss_40,skilled goalkeeper,20,average goalkeeper,40,bad goalkeeper,40,penalty_miss_80,skilled goalkeeper,10,average goalkeeper,40,bad goalkeeper,50,penalty_miss_20,skilled goalkeeper,10,average goalkeeper,40,bad goalkeeper,50,penalty_save_80,skilled goalkeeper,20,average goalkeeper,50,bad goalkeeper,30","2,2,41,8.111333333333333,1,2,1,2,1,1,2,2,1,1","PICKING AGAINST AN 80% TENDENCY WAS LIKELY TO GET BLAME."
goalie_skill,108,3/9/14,"0,penalty_miss_20,83,penalty_miss_80,17,20.094,1,penalty_save_80,50,penalty_save_20,85,18.79,3,penalty_save_40,65,penalty_save_60,50,17.25,2,penalty_miss_40,85,penalty_miss_60,35,15.906,4,penalty_miss_20,93,penalty_miss_40,69,11.441,6,penalty_miss_60,42,penalty_miss_80,19,21.06,5,penalty_save_40,50,penalty_save_20,89,19.978,7,penalty_save_80,51,penalty_save_60,52,10.696,penalty_miss_40,bad goalkeeper,20,skilled goalkeeper,0,average goalkeeper,80,penalty_save_60,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_miss_60,bad goalkeeper,20,skilled goalkeeper,0,average goalkeeper,80,penalty_save_40,bad goalkeeper,0,skilled goalkeeper,20,average goalkeeper,80,penalty_miss_80,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_save_80,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_miss_20,bad goalkeeper,50,skilled goalkeeper,0,average goalkeeper,50,penalty_save_20,bad goalkeeper,0,skilled goalkeeper,50,average goalkeeper,50","0,1,30,9.654683333333333,1,2,1,2,1,1,2,2,1,1","I looked at the difference, if they missed by protecting a 20 side when the person went to their usual 80 side, I voted that they were unskilled. 64/40 type ones were more just average people. And protecting a low chance goal was more skilled. "
goalie_skill,109,3/9/14,"1,penalty_save_80,60,penalty_save_20,29,20.829,0,penalty_miss_20,98,penalty_miss_80,9,13.519,2,penalty_miss_40,37,penalty_miss_60,15,7.557,3,penalty_save_40,30,penalty_save_60,60,8.185,4,penalty_miss_20,100,penalty_miss_40,64,8.261,7,penalty_save_80,53,penalty_save_60,52,9.523,6,penalty_miss_60,24,penalty_miss_80,6,12.001,5,penalty_save_40,40,penalty_save_20,32,8.987,penalty_save_60,bad goalkeeper,10,skilled goalkeeper,10,average goalkeeper,80,penalty_miss_40,bad goalkeeper,90,skilled goalkeeper,10,average goalkeeper,0,penalty_save_40,bad goalkeeper,40,skilled goalkeeper,60,average goalkeeper,0,penalty_miss_60,bad goalkeeper,30,skilled goalkeeper,10,average goalkeeper,60,penalty_miss_20,bad goalkeeper,90,skilled goalkeeper,10,average goalkeeper,0,penalty_save_20,bad goalkeeper,30,skilled goalkeeper,70,average goalkeeper,0,penalty_save_80,bad goalkeeper,10,skilled goalkeeper,10,average goalkeeper,80,penalty_miss_80,bad goalkeeper,20,skilled goalkeeper,10,average goalkeeper,70","2,2,29,9.133933333333333,1,2,1,2,1,1,2,2,1,1","If they went against the probability and were wrong, that made me blame them.  If they went against and were right, they got a small amount of credit but I still didn't think it was a great idea, necessarily. If they followed the probability I gave mostly credit as that seems the right thing to do, considering the striker doesn't know they know."
goalie_skill,110,3/9/14,"1,penalty_save_80,38,penalty_save_20,95,25.226,0,penalty_miss_20,95,penalty_miss_80,86,28.299,2,penalty_miss_40,61,penalty_miss_60,52,24.544,3,penalty_save_40,90,penalty_save_60,52,20.368,5,penalty_save_40,47,penalty_save_20,100,14.725,6,penalty_miss_60,52,penalty_miss_80,13,36.544,4,penalty_miss_20,87,penalty_miss_40,52,12.802,7,penalty_save_80,34,penalty_save_60,54,17.245,penalty_miss_20,bad goalkeeper,99,average goalkeeper,1,skilled goalkeeper,0,penalty_save_20,bad goalkeeper,0,average goalkeeper,0,skilled goalkeeper,100,penalty_save_60,bad goalkeeper,0,average goalkeeper,50,skilled goalkeeper,50,penalty_save_40,bad goalkeeper,0,average goalkeeper,40,skilled goalkeeper,60,penalty_miss_60,bad goalkeeper,0,average goalkeeper,50,skilled goalkeeper,50,penalty_miss_80,bad goalkeeper,5,average goalkeeper,95,skilled goalkeeper,0,penalty_save_80,bad goalkeeper,0,average goalkeeper,75,skilled goalkeeper,25,penalty_miss_40,bad goalkeeper,50,average goalkeeper,50,skilled goalkeeper,0","3,1,54,11.858416666666667,1,2,1,2,1,1,2,1,1,1","Mostly by the the decisions of the goalkeepers because they knew the odds"
goalie_skill,111,3/9/14,"0,penalty_miss_20,82,penalty_miss_80,45,28.591,1,penalty_save_80,74,penalty_save_20,88,17.885,2,penalty_miss_40,62,penalty_miss_60,69,19.986,3,penalty_save_40,93,penalty_save_60,84,12.162,4,penalty_miss_20,91,penalty_miss_40,92,12.689,5,penalty_save_40,93,penalty_save_20,94,10.731,7,penalty_save_80,79,penalty_save_60,84,13.324,6,penalty_miss_60,79,penalty_miss_80,74,14.331,penalty_miss_20,skilled goalkeeper,30,average goalkeeper,35,bad goalkeeper,35,penalty_save_20,skilled goalkeeper,45,average goalkeeper,10,bad goalkeeper,45,penalty_save_40,skilled goalkeeper,40,average goalkeeper,20,bad goalkeeper,40,penalty_miss_40,skilled goalkeeper,50,average goalkeeper,0,bad goalkeeper,50,penalty_miss_80,skilled goalkeeper,30,average goalkeeper,35,bad goalkeeper,35,penalty_save_80,skilled goalkeeper,30,average goalkeeper,35,bad goalkeeper,35,penalty_save_60,skilled goalkeeper,30,average goalkeeper,35,bad goalkeeper,35,penalty_miss_60,skilled goalkeeper,0,average goalkeeper,60,bad goalkeeper,40","7,2,45,12.78725,1,1,1,2,1,1,2,2,1,1","I assessed blame solely on the striker percentage and the understanding that the goalkeeper knew this tendency beforehand. The limited sample we were shown made my estimations hard to determine."
goalie_skill,112,3/9/14,"0,penalty_miss_20,100,penalty_miss_80,0,18.318,1,penalty_save_80,100,penalty_save_20,0,13.909,2,penalty_miss_40,94,penalty_miss_60,0,20.171,3,penalty_save_40,0,penalty_save_60,100,8.468,7,penalty_save_80,100,penalty_save_60,100,13.519,6,penalty_miss_60,100,penalty_miss_80,0,11.608,4,penalty_miss_20,100,penalty_miss_40,100,20.837,5,penalty_save_40,0,penalty_save_20,0,8.474,penalty_save_20,skilled goalkeeper,100,bad goalkeeper,0,average goalkeeper,0,penalty_miss_60,skilled goalkeeper,0,bad goalkeeper,0,average goalkeeper,100,penalty_save_40,skilled goalkeeper,100,bad goalkeeper,0,average goalkeeper,0,penalty_miss_40,skilled goalkeeper,0,bad goalkeeper,100,average goalkeeper,0,penalty_miss_80,skilled goalkeeper,0,bad goalkeeper,100,average goalkeeper,0,penalty_save_60,skilled goalkeeper,0,bad goalkeeper,0,average goalkeeper,100,penalty_save_80,skilled goalkeeper,0,bad goalkeeper,0,average goalkeeper,100,penalty_miss_20,skilled goalkeeper,0,bad goalkeeper,100,average goalkeeper,0","5,2,30,6.9548,1,2,1,2,1,1,2,2,1,1","I felt that choosing the wrong way based on tendencies lent more weight to the goalkeeper being bad."
goalie_skill,113,3/9/14,"0,penalty_miss_20,78,penalty_miss_80,15,29.592,1,penalty_save_80,18,penalty_save_20,80,11.657,3,penalty_save_40,61,penalty_save_60,33,12.869,2,penalty_miss_40,65,penalty_miss_60,30,10.034,4,penalty_miss_20,84,penalty_miss_40,38,15.983,7,penalty_save_80,20,penalty_save_60,32,14.761,5,penalty_save_40,76,penalty_save_20,86,11.186,6,penalty_miss_60,28,penalty_miss_80,10,9.905,penalty_save_60,bad goalkeeper,5,average goalkeeper,60,skilled goalkeeper,35,penalty_save_40,bad goalkeeper,30,average goalkeeper,0,skilled goalkeeper,70,penalty_miss_80,bad goalkeeper,5,average goalkeeper,75,skilled goalkeeper,20,penalty_miss_40,bad goalkeeper,65,average goalkeeper,0,skilled goalkeeper,35,penalty_miss_20,bad goalkeeper,65,average goalkeeper,0,skilled goalkeeper,35,penalty_save_80,bad goalkeeper,15,average goalkeeper,60,skilled goalkeeper,25,penalty_save_20,bad goalkeeper,20,average goalkeeper,0,skilled goalkeeper,80,penalty_miss_60,bad goalkeeper,30,average goalkeeper,55,skilled goalkeeper,15","2,2,43,11.85455,1,2,1,2,1,1,2,2,1,1","Well the more unlikely the save or miss the less I blamed it.  However if a save or miss was unlikely but that happened I gave the goalkeeper more credit."
goalie_skill,114,3/9/14,"0,penalty_miss_20,41,penalty_miss_80,42,14.373,1,penalty_save_80,100,penalty_save_20,95,11.745,2,penalty_miss_40,60,penalty_miss_60,45,6.219,3,penalty_save_40,24,penalty_save_60,92,27.363,4,penalty_miss_20,66,penalty_miss_40,67,5.086,6,penalty_miss_60,61,penalty_miss_80,63,50.459,5,penalty_save_40,100,penalty_save_20,79,9.149,7,penalty_save_80,58,penalty_save_60,76,5.08,penalty_miss_80,average goalkeeper,30,bad goalkeeper,40,skilled goalkeeper,30,penalty_save_80,average goalkeeper,35,bad goalkeeper,35,skilled goalkeeper,30,penalty_miss_40,average goalkeeper,40,bad goalkeeper,30,skilled goalkeeper,30,penalty_miss_60,average goalkeeper,20,bad goalkeeper,40,skilled goalkeeper,40,penalty_miss_20,average goalkeeper,10,bad goalkeeper,40,skilled goalkeeper,50,penalty_save_40,average goalkeeper,50,bad goalkeeper,23,skilled goalkeeper,27,penalty_save_20,average goalkeeper,40,bad goalkeeper,30,skilled goalkeeper,30,penalty_save_60,average goalkeeper,30,bad goalkeeper,30,skilled goalkeeper,40","7,1,24,7.5225333333333335,1,2,1,2,2,1,2,2,1,2","Not at all"
goalie_skill,115,3/9/14,"1,penalty_save_80,31,penalty_save_20,77,21.909,0,penalty_miss_20,77,penalty_miss_80,12,24.243,3,penalty_save_40,82,penalty_save_60,49,11.94,2,penalty_miss_40,84,penalty_miss_60,13,12.561,5,penalty_save_40,84,penalty_save_20,94,10.64,6,penalty_miss_60,17,penalty_miss_80,10,14.924,4,penalty_miss_20,11,penalty_miss_40,15,12.487,7,penalty_save_80,43,penalty_save_60,37,9.652,penalty_miss_60,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_save_40,bad goalkeeper,0,skilled goalkeeper,100,average goalkeeper,0,penalty_save_20,bad goalkeeper,0,skilled goalkeeper,100,average goalkeeper,0,penalty_miss_40,bad goalkeeper,100,skilled goalkeeper,0,average goalkeeper,0,penalty_save_60,bad goalkeeper,0,skilled goalkeeper,20,average goalkeeper,80,penalty_miss_80,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_save_80,bad goalkeeper,0,skilled goalkeeper,0,average goalkeeper,100,penalty_miss_20,bad goalkeeper,100,skilled goalkeeper,0,average goalkeeper,0","4,2,35,12.840166666666667,1,2,1,2,1,1,2,2,1,1",The goalkeeper should almost always go with the higher percentage side. If they go against this and fail I believe they made a poor choice; however if they succeed they made choice. It's always a good idea to go with what the probabilities tell you even though many times a lot of people don't. So I believe a goalkeeper that follows some credit for being disciplined. Additionally I think a skilled goalkeeper deserves even more credit for going against what the probabilities show and successfully blocking a kick. If the goalkeeper goes with the higher percentage but still misses I don't really think he is deserving of much blame.
goalie_skill,116,3/9/14,"0,penalty_miss_20,100,penalty_miss_80,0,17.567,1,penalty_save_80,100,penalty_save_20,0,13.544,3,penalty_save_40,100,penalty_save_60,100,8.955,2,penalty_miss_40,100,penalty_miss_60,100,16.769,7,penalty_save_80,0,penalty_save_60,100,8.072,5,penalty_save_40,100,penalty_save_20,100,10.464,6,penalty_miss_60,100,penalty_miss_80,100,11.285,4,penalty_miss_20,100,penalty_miss_40,0,9.836,penalty_save_20,bad goalkeeper,20,skilled goalkeeper,20,average goalkeeper,60,penalty_miss_60,bad goalkeeper,60,skilled goalkeeper,30,average goalkeeper,10,penalty_miss_80,bad goalkeeper,80,skilled goalkeeper,10,average goalkeeper,10,penalty_save_40,bad goalkeeper,20,skilled goalkeeper,40,average goalkeeper,40,penalty_miss_40,bad goalkeeper,10,skilled goalkeeper,30,average goalkeeper,60,penalty_save_60,bad goalkeeper,0,skilled goalkeeper,30,average goalkeeper,70,penalty_save_80,bad goalkeeper,0,skilled goalkeeper,20,average goalkeeper,80,penalty_miss_20,bad goalkeeper,60,skilled goalkeeper,20,average goalkeeper,20","0,1,31,8.7576,1,2,1,2,1,1,2,1,1,2","It was influenced by the goals scored "
goalie_skill,117,3/9/14,"0,penalty_miss_20,87,penalty_miss_80,10,20.821,1,penalty_save_80,65,penalty_save_20,100,20.287,3,penalty_save_40,74,penalty_save_60,44,18.533,2,penalty_miss_40,58,penalty_miss_60,27,16.285,6,penalty_miss_60,41,penalty_miss_80,22,28.495,7,penalty_save_80,71,penalty_save_60,74,14.54,4,penalty_miss_20,85,penalty_miss_40,59,34.902,5,penalty_save_40,90,penalty_save_20,100,45.995,penalty_save_60,bad goalkeeper,0,skilled goalkeeper,20,average goalkeeper,80,penalty_miss_80,bad goalkeeper,10,skilled goalkeeper,10,average goalkeeper,80,penalty_miss_20,bad goalkeeper,10,skilled goalkeeper,50,average goalkeeper,40,penalty_save_40,bad goalkeeper,10,skilled goalkeeper,70,average goalkeeper,20,penalty_miss_40,bad goalkeeper,20,skilled goalkeeper,40,average goalkeeper,40,penalty_miss_60,bad goalkeeper,10,skilled goalkeeper,10,average goalkeeper,80,penalty_save_20,bad goalkeeper,5,skilled goalkeeper,90,average goalkeeper,5,penalty_save_80,bad goalkeeper,5,skilled goalkeeper,20,average goalkeeper,75","1,1,25,14.055,1,2,2,2,2,1,2,1,1,2","I just went with my gut. If it was a bigger spread like 80/20 and they saved it with only 20 percent thats definitely more skilled. If it was more even like 40/60 I gave them less credit because you never know. Also i like to assume the best in people."
goalie_skill,118,3/9/14,"0,penalty_miss_20,90,penalty_miss_80,33,44.907,1,penalty_save_80,76,penalty_save_20,100,26.636,2,penalty_miss_40,99,penalty_miss_60,48,25.191,3,penalty_save_40,100,penalty_save_60,69,13.092,6,penalty_miss_60,38,penalty_miss_80,6,25.424,7,penalty_save_80,67,penalty_save_60,80,16.687,4,penalty_miss_20,100,penalty_miss_40,87,27.936,5,penalty_save_40,90,penalty_save_20,100,21.609,penalty_save_80,average goalkeeper,90,skilled goalkeeper,5,bad goalkeeper,5,penalty_save_40,average goalkeeper,5,skilled goalkeeper,90,bad goalkeeper,5,penalty_miss_80,average goalkeeper,7,skilled goalkeeper,8,bad goalkeeper,85,penalty_save_20,average goalkeeper,5,skilled goalkeeper,90,bad goalkeeper,5,penalty_save_60,average goalkeeper,40,skilled goalkeeper,50,bad goalkeeper,10,penalty_miss_60,average goalkeeper,80,skilled goalkeeper,10,bad goalkeeper,10,penalty_miss_20,average goalkeeper,10,skilled goalkeeper,10,bad goalkeeper,80,penalty_miss_40,average goalkeeper,5,skilled goalkeeper,15,bad goalkeeper,80","2,1,30,17.684733333333334,1,2,1,2,1,1,2,1,1,1","It was influenced more by the decision on the goalkeeper."
goalie_skill,119,3/9/14,"1,penalty_save_80,26,penalty_save_20,100,17.729,0,penalty_miss_20,100,penalty_miss_80,38,57.706,3,penalty_save_40,90,penalty_save_60,32,16.859,2,penalty_miss_40,78,penalty_miss_60,81,201.084,4,penalty_miss_20,92,penalty_miss_40,95,9.225,6,penalty_miss_60,85,penalty_miss_80,73,22.821,5,penalty_save_40,76,penalty_save_20,100,21.684,7,penalty_save_80,43,penalty_save_60,55,19.734,penalty_save_60,skilled goalkeeper,40,bad goalkeeper,30,average goalkeeper,30,penalty_save_80,skilled goalkeeper,10,bad goalkeeper,25,average goalkeeper,65,penalty_miss_20,skilled goalkeeper,0,bad goalkeeper,70,average goalkeeper,30,penalty_miss_40,skilled goalkeeper,10,bad goalkeeper,40,average goalkeeper,50,penalty_miss_80,skilled goalkeeper,0,bad goalkeeper,75,average goalkeeper,25,penalty_save_20,skilled goalkeeper,100,bad goalkeeper,0,average goalkeeper,0,penalty_miss_60,skilled goalkeeper,20,bad goalkeeper,20,average goalkeeper,60,penalty_save_40,skilled goalkeeper,50,bad goalkeeper,0,average goalkeeper,50","0,2,27,17.45325,1,2,1,2,1,1,2,2,1,2","I looked at the percentage and thought about their choice."
goalie_skill,120,3/9/14,"1,penalty_save_80,100,penalty_save_20,100,25.102,0,penalty_miss_20,89,penalty_miss_80,91,24.312,3,penalty_save_40,85,penalty_save_60,87,9.368,2,penalty_miss_40,88,penalty_miss_60,5,15.637,5,penalty_save_40,14,penalty_save_20,39,14.428,7,penalty_save_80,93,penalty_save_60,84,8.573,6,penalty_miss_60,13,penalty_miss_80,16,9.848,4,penalty_miss_20,96,penalty_miss_40,88,7.829,penalty_save_80,average goalkeeper,45,bad goalkeeper,5,skilled goalkeeper,50,penalty_save_60,average goalkeeper,20,bad goalkeeper,5,skilled goalkeeper,75,penalty_save_40,average goalkeeper,5,bad goalkeeper,0,skilled goalkeeper,95,penalty_miss_20,average goalkeeper,5,bad goalkeeper,95,skilled goalkeeper,0,penalty_save_20,average goalkeeper,5,bad goalkeeper,0,skilled goalkeeper,95,penalty_miss_40,average goalkeeper,40,bad goalkeeper,55,skilled goalkeeper,5,penalty_miss_80,average goalkeeper,0,bad goalkeeper,0,skilled goalkeeper,100,penalty_miss_60,average goalkeeper,30,bad goalkeeper,30,skilled goalkeeper,40","3,1,32,9.677183333333334,1,1,1,2,1,1,2,2,1,2","It depended on the percentages largely. If the percentages were larger I would base it more on a nonexperienced goalie than an experienced on. If they were able to stop the ball and it was a close percentage (40-60 for example) I would give more percentage points to the more experienced and knowledgable goalie."
goalie_skill,121,3/9/14,"1,penalty_save_80,16,penalty_save_20,100,30.277,0,penalty_miss_20,84,penalty_miss_80,22,30.16,2,penalty_miss_40,59,penalty_miss_60,35,26.168,3,penalty_save_40,83,penalty_save_60,47,35.345,5,penalty_save_40,73,penalty_save_20,92,19.127,7,penalty_save_80,24,penalty_save_60,46,17.742,6,penalty_miss_60,57,penalty_miss_80,22,13.76,4,penalty_miss_20,86,penalty_miss_40,58,13.947,penalty_miss_80,skilled goalkeeper,0,average goalkeeper,80,bad goalkeeper,20,penalty_miss_40,skilled goalkeeper,0,average goalkeeper,20,bad goalkeeper,80,penalty_save_60,skilled goalkeeper,30,average goalkeeper,50,bad goalkeeper,20,penalty_miss_20,skilled goalkeeper,0,average goalkeeper,20,bad goalkeeper,80,penalty_save_20,skilled goalkeeper,90,average goalkeeper,10,bad goalkeeper,0,penalty_miss_60,skilled goalkeeper,0,average goalkeeper,80,bad goalkeeper,20,penalty_save_40,skilled goalkeeper,70,average goalkeeper,30,bad goalkeeper,0,penalty_save_80,skilled goalkeeper,30,average goalkeeper,60,bad goalkeeper,10","4,2,36,22.488833333333332,1,2,1,2,1,1,2,1,1,1","if the goalkeeper was that the chance was better for one corner and chose the other i placed blame based on that"
goalie_skill,122,3/9/14,"1,penalty_save_80,98,penalty_save_20,50,36.797,0,penalty_miss_20,98,penalty_miss_80,8,32.765,2,penalty_miss_40,97,penalty_miss_60,56,27.875,3,penalty_save_40,75,penalty_save_60,97,26.468,5,penalty_save_40,48,penalty_save_20,68,47.234,7,penalty_save_80,97,penalty_save_60,83,17.312,6,penalty_miss_60,54,penalty_miss_80,9,38.828,4,penalty_miss_20,6,penalty_miss_40,72,22.531,penalty_miss_40,average goalkeeper,70,skilled goalkeeper,10,bad goalkeeper,20,penalty_save_80,average goalkeeper,70,skilled goalkeeper,10,bad goalkeeper,20,penalty_miss_60,average goalkeeper,50,skilled goalkeeper,0,bad goalkeeper,50,penalty_miss_20,average goalkeeper,20,skilled goalkeeper,0,bad goalkeeper,80,penalty_save_20,average goalkeeper,10,skilled goalkeeper,60,bad goalkeeper,30,penalty_miss_80,average goalkeeper,60,skilled goalkeeper,10,bad goalkeeper,30,penalty_save_60,average goalkeeper,70,skilled goalkeeper,20,bad goalkeeper,10,penalty_save_40,average goalkeeper,30,skilled goalkeeper,60,bad goalkeeper,10","5,2,57,20.071866666666665,1,2,1,2,1,1,2,1,1,2","I went with striker's tendency most of the time."
goalie_skill,123,3/9/14,"0,penalty_miss_20,100,penalty_miss_80,26,29.591,1,penalty_save_80,28,penalty_save_20,100,19.76,2,penalty_miss_40,60,penalty_miss_60,32,28.876,3,penalty_save_40,71,penalty_save_60,32,17.702,5,penalty_save_40,73,penalty_save_20,86,19.885,6,penalty_miss_60,31,penalty_miss_80,90,18.054,4,penalty_miss_20,85,penalty_miss_40,67,17.822,7,penalty_save_80,22,penalty_save_60,38,13.513,penalty_miss_40,bad goalkeeper,30,skilled goalkeeper,10,average goalkeeper,60,penalty_save_60,bad goalkeeper,20,skilled goalkeeper,30,average goalkeeper,50,penalty_miss_80,bad goalkeeper,10,skilled goalkeeper,10,average goalkeeper,80,penalty_miss_60,bad goalkeeper,20,skilled goalkeeper,20,average goalkeeper,60,penalty_save_80,bad goalkeeper,20,skilled goalkeeper,20,average goalkeeper,60,penalty_save_20,bad goalkeeper,0,skilled goalkeeper,80,average goalkeeper,20,penalty_miss_20,bad goalkeeper,60,skilled goalkeeper,20,average goalkeeper,20,penalty_save_40,bad goalkeeper,10,skilled goalkeeper,50,average goalkeeper,40","2,2,26,11.03435,1,2,1,2,1,1,2,2,1,1","THey were influenced by the percentages and saves that a goalie chose to follow or ignore."
goalie_skill,124,3/9/14,"1,penalty_save_80,50,penalty_save_20,96,21.491,0,penalty_miss_20,99,penalty_miss_80,54,21.962,2,penalty_miss_40,48,penalty_miss_60,52,17.368,3,penalty_save_40,100,penalty_save_60,48,21.961,4,penalty_miss_20,100,penalty_miss_40,50,19.158,5,penalty_save_40,100,penalty_save_20,100,16.693,7,penalty_save_80,47,penalty_save_60,51,10.707,6,penalty_miss_60,50,penalty_miss_80,51,29.426,penalty_save_80,average goalkeeper,50,bad goalkeeper,0,skilled goalkeeper,50,penalty_save_40,average goalkeeper,40,bad goalkeeper,0,skilled goalkeeper,60,penalty_miss_60,average goalkeeper,100,bad goalkeeper,0,skilled goalkeeper,0,penalty_save_60,average goalkeeper,50,bad goalkeeper,0,skilled goalkeeper,50,penalty_miss_40,average goalkeeper,50,bad goalkeeper,50,skilled goalkeeper,0,penalty_miss_80,average goalkeeper,100,bad goalkeeper,0,skilled goalkeeper,0,penalty_miss_20,average goalkeeper,50,bad goalkeeper,50,skilled goalkeeper,0,penalty_save_20,average goalkeeper,50,bad goalkeeper,0,skilled goalkeeper,50","6,1,54,15.74965,1,2,1,2,1,1,2,1,1,1","If the tendency was high and the goalkeeper and striker went with tendency , then it was average.  Tendency high, goalkeeper went against tendency and was wrong - bad.  Tendency high, goalkeeper and striker went against tendency - skilled. Tendency near average - goalkeeper average."
